speed,acceleration,power_required_kw,torque_required_nm,battery_soc,battery_temp,aux_load_kw,grade_angle,regen_available,braking,traffic_condition,current_segment,next_segment,driver_profile,trip_id,route_template,label,confidence,reason
51.17,-2.808,-15.42,-100.0,64.39,31.71,0.81,-6.67,True,True,heavy,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
51.33,0.2,1.0,69.58,64.51,31.74,0.83,-5.91,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.24,-1.365,-6.04,-100.0,64.5,31.77,0.75,-5.2,True,True,medium,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
49.07,-1.464,-6.66,-100.0,64.55,31.8,0.47,-5.79,True,True,heavy,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
49.11,0.057,1.0,72.72,64.61,31.82,0.44,-2.0,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
53.11,5.0,45.31,400.0,64.6,31.84,0.42,-2.2,False,False,medium,mountain,mountain,erratic,40,mountain_pass,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
55.17,2.571,19.31,400.0,64.37,31.87,0.45,-6.3,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.42,-5.94,-25.0,-100.0,64.28,31.89,0.3,-9.72,True,True,light,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
50.18,-0.3,1.0,71.17,64.48,31.92,0.3,-6.01,False,False,medium,mountain,mountain,erratic,40,mountain_pass,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
48.06,-2.65,-15.13,-100.0,64.47,31.94,0.3,-3.68,True,True,medium,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
45.32,-3.429,-16.7,-100.0,64.59,31.96,0.34,-2.0,True,True,light,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
45.51,0.243,1.0,78.47,64.73,31.97,0.49,-6.23,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.67,0.205,5.69,400.0,64.72,32.0,0.46,-2.15,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
46.95,1.59,9.91,400.0,64.69,32.06,0.4,-4.17,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.16,0.263,5.59,400.0,64.64,32.08,0.3,-2.47,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.33,0.22,1.0,75.45,64.62,32.11,0.3,-3.29,False,False,light,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.66,4.156,33.43,400.0,64.61,32.14,0.3,-4.65,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.88,-2.226,-10.47,-100.0,64.44,32.16,0.38,-7.44,True,True,heavy,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
49.04,0.2,1.71,124.37,64.53,32.22,0.37,-4.7,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.38,0.433,1.0,72.32,64.52,32.28,0.43,-5.92,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
51.03,2.063,15.6,400.0,64.51,32.34,0.41,-4.37,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.91,-2.661,-12.87,-100.0,64.44,32.37,0.4,-4.96,True,True,heavy,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
51.15,2.807,22.12,400.0,64.54,32.44,0.44,-4.25,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.88,-2.844,-14.9,-100.0,64.43,32.47,0.37,-7.15,True,True,light,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
48.52,-0.451,1.0,73.61,64.55,32.55,0.51,-3.52,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.23,2.141,17.56,400.0,64.54,32.61,0.52,-4.95,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.39,0.2,1.0,70.88,64.45,32.63,0.3,-7.54,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
51.67,1.606,11.33,400.0,64.45,32.7,0.55,-5.51,False,False,light,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
49.42,-2.82,-14.21,-100.0,64.39,32.71,0.66,-4.55,True,True,light,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
50.68,1.581,3.72,262.14,64.51,32.79,0.58,-8.05,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.27,-0.517,-3.18,-100.0,64.49,32.81,0.44,-3.49,True,True,medium,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
49.32,-1.183,-4.74,-100.0,64.51,32.83,0.6,-3.07,True,True,light,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
49.48,0.2,1.01,73.04,64.55,32.89,0.71,-4.68,False,False,light,mountain,mountain,erratic,40,mountain_pass,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
46.71,-3.464,-18.27,-100.0,64.55,32.9,0.59,-6.27,True,True,heavy,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
46.87,0.207,2.73,208.23,64.69,32.95,0.65,-4.46,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.03,0.2,6.7,400.0,64.68,33.02,0.65,-2.0,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.19,0.2,7.81,400.0,64.65,33.1,0.68,-2.0,False,False,heavy,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.47,-2.16,-12.01,-100.0,64.61,33.12,0.42,-2.89,True,True,heavy,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
42.64,-3.537,-17.59,-100.0,64.7,33.13,0.3,-6.45,True,True,light,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
46.52,4.847,35.95,400.0,64.84,33.2,0.3,-5.27,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.72,2.756,25.29,400.0,64.66,33.25,0.3,-3.99,False,False,medium,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.73,0.018,1.0,73.28,64.54,33.27,0.3,-3.69,False,False,light,mountain,mountain,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.05,-2.106,-12.26,-100.0,64.53,33.28,0.33,-5.47,True,True,light,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
45.53,-1.898,-9.81,-100.0,64.63,33.31,0.31,-7.28,True,True,heavy,mountain,mountain,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
45.69,0.2,3.28,256.0,64.71,33.37,0.35,-2.37,False,False,light,mountain,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.17,3.1,31.64,400.0,64.69,33.41,0.45,-0.07,False,False,light,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.67,0.626,13.4,400.0,64.53,33.43,0.49,0.24,False,False,medium,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
51.04,2.966,31.06,400.0,64.47,33.49,0.57,-0.37,False,False,light,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
53.96,3.647,38.8,400.0,64.31,33.57,0.69,1.25,False,False,light,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
54.12,0.2,10.18,400.0,64.12,33.64,0.66,0.02,False,False,medium,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
54.3,0.218,6.43,400.0,64.07,33.66,0.69,-2.72,False,False,medium,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
54.75,0.564,10.84,400.0,64.03,33.72,0.59,-0.86,False,False,medium,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
58.75,5.0,45.13,400.0,63.98,33.75,0.63,-1.31,False,False,light,arterial,arterial,erratic,40,mountain_pass,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
58.21,-0.673,-3.02,-100.0,63.75,33.77,0.59,1.8,True,True,heavy,arterial,arterial,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
59.09,1.106,24.63,400.0,63.78,33.82,0.42,2.61,False,False,heavy,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
57.01,-2.61,-13.53,-100.0,63.66,33.83,0.55,-0.05,True,True,medium,arterial,arterial,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
52.9,-5.134,-24.9,-100.0,63.76,33.85,0.7,-0.09,True,True,heavy,arterial,arterial,erratic,40,mountain_pass,REGEN,1.0,Smart heuristic target with stochastic noise
54.78,2.356,31.4,400.0,63.96,33.9,0.54,2.26,False,False,heavy,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
54.85,0.087,8.9,400.0,63.81,33.93,0.58,-0.59,False,False,medium,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
56.93,2.591,26.72,400.0,63.76,33.96,0.63,-0.34,False,False,light,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
57.09,0.2,12.95,400.0,63.63,34.03,0.77,-0.39,False,False,medium,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
60.08,3.741,38.19,400.0,63.56,34.05,0.85,-0.86,False,False,light,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
62.3,2.773,33.97,400.0,63.37,34.07,0.8,0.75,False,False,light,arterial,arterial,erratic,40,mountain_pass,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
0.0,-0.5,-3.39,-100.0,67.01,25.42,1.37,0.58,False,True,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
0.4,0.5,0.0,0.0,66.99,25.42,1.47,-0.09,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,IDLE_STOP,1.0,Smart heuristic target with stochastic noise
1.27,0.5,0.0,0.0,66.97,25.41,1.48,1.28,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,IDLE_STOP,1.0,Smart heuristic target with stochastic noise
2.14,1.092,13.44,400.0,66.95,25.44,1.47,1.19,False,False,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
4.95,3.504,29.13,400.0,66.88,25.48,1.51,-0.27,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
3.98,-1.208,-4.81,-100.0,66.74,25.46,1.51,0.63,False,True,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
5.91,2.41,18.17,400.0,66.74,25.53,1.44,-0.94,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
0.97,-0.5,-3.03,-100.0,66.64,25.52,1.24,-1.83,False,True,heavy,stop_go,stop_go,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
3.07,2.622,25.28,400.0,66.62,25.6,1.13,1.63,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
5.93,3.578,28.8,400.0,66.5,25.62,1.18,-0.25,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
7.75,2.275,18.88,400.0,66.35,25.69,1.47,0.37,False,False,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
10.12,2.96,24.05,400.0,66.26,25.76,1.55,0.05,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
11.47,1.686,16.66,400.0,66.14,25.82,1.63,0.62,False,False,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
3.09,-0.442,1.0,400.0,66.06,25.84,1.42,-0.07,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
3.25,0.2,8.0,400.0,66.05,25.86,1.47,1.81,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
0.51,-0.5,-2.86,-100.0,66.01,25.86,1.44,0.02,False,True,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
1.49,0.5,0.0,0.0,65.99,25.85,1.53,0.83,False,False,medium,stop_go,stop_go,erratic,41,mixed_commute,IDLE_STOP,1.0,Smart heuristic target with stochastic noise
4.4,3.644,28.17,400.0,65.97,25.93,1.55,0.37,False,False,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
1.01,-0.5,-2.27,-100.0,65.83,25.92,1.62,-2.12,False,True,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
3.88,3.591,34.54,400.0,65.81,25.96,1.53,0.92,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
4.04,0.2,7.24,400.0,65.64,26.03,1.63,0.46,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
4.46,0.526,9.64,400.0,65.6,26.07,1.59,0.89,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
8.46,5.0,40.94,400.0,65.55,26.1,1.61,0.39,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
7.46,-1.246,-7.54,-100.0,65.35,26.09,1.56,-0.3,False,True,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
7.62,0.2,1.0,400.0,65.35,26.1,1.77,-1.86,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
11.62,5.0,39.74,400.0,65.34,26.16,1.72,-2.18,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
9.95,-2.095,-12.07,-100.0,65.15,26.14,1.74,-0.59,False,True,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
12.7,3.438,33.23,400.0,65.15,26.17,1.87,-0.21,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
16.21,4.386,43.64,400.0,64.98,26.23,1.82,0.95,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
14.28,-2.406,-10.79,-100.0,64.76,26.23,1.85,1.04,True,True,heavy,stop_go,stop_go,erratic,41,mixed_commute,REGEN,1.0,Smart heuristic target with stochastic noise
17.29,3.765,37.39,400.0,64.85,26.27,1.92,0.21,False,False,medium,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
17.15,-0.185,1.0,208.29,64.66,26.32,1.87,-0.76,False,False,heavy,stop_go,stop_go,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
15.96,-1.478,-7.49,-100.0,64.66,26.34,1.99,0.65,True,True,medium,stop_go,arterial,erratic,41,mixed_commute,REGEN,1.0,Smart heuristic target with stochastic noise
16.12,0.2,12.72,400.0,64.72,26.36,2.0,1.92,False,False,heavy,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
17.19,1.33,22.61,400.0,64.65,26.38,1.91,3.08,False,False,medium,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
17.35,0.2,6.46,400.0,64.54,26.45,1.84,0.75,False,False,medium,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
20.45,3.876,33.71,400.0,64.51,26.47,1.75,0.14,False,False,medium,arterial,arterial,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
21.19,0.921,11.44,400.0,64.34,26.54,1.72,-0.19,False,False,heavy,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
21.79,0.759,8.73,400.0,64.28,26.57,1.53,-0.1,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
24.18,2.987,29.08,400.0,64.24,26.63,1.55,-0.1,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
24.44,0.323,3.55,400.0,64.09,26.66,1.47,-1.36,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
27.28,3.548,33.25,400.0,64.07,26.71,1.52,-0.07,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
27.51,0.291,8.82,400.0,63.91,26.77,1.3,1.77,False,False,heavy,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
27.54,0.03,6.88,400.0,63.86,26.84,1.26,-0.95,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
27.7,0.2,10.2,400.0,63.83,26.88,1.28,1.34,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
30.27,3.213,28.49,400.0,63.78,26.94,1.22,-2.13,False,False,heavy,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
31.93,2.077,20.9,400.0,63.64,27.0,1.34,-0.34,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
32.09,0.2,10.85,400.0,63.53,27.02,1.33,1.92,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
34.74,3.32,32.27,400.0,63.48,27.05,1.17,-0.31,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
36.87,2.658,25.05,400.0,63.32,27.09,1.1,-1.84,False,False,medium,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
39.4,3.163,31.66,400.0,63.19,27.15,1.07,-1.46,False,False,light,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
40.97,1.96,26.24,400.0,63.03,27.23,0.92,2.59,False,False,heavy,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
42.7,2.162,22.6,400.0,62.9,27.27,0.94,0.59,False,False,heavy,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
42.86,0.2,9.63,400.0,62.79,27.32,0.85,1.22,False,False,heavy,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
43.08,0.285,8.44,400.0,62.74,27.39,1.01,-1.19,False,False,medium,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
45.85,3.451,38.31,400.0,62.7,27.47,0.94,-0.55,False,False,medium,arterial,arterial,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.14,1.621,10.31,400.0,62.51,27.49,1.05,-3.91,False,False,heavy,arterial,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.3,0.2,10.34,400.0,62.45,27.53,1.14,-0.09,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
47.6,0.368,12.19,400.0,62.4,27.56,1.12,0.27,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
48.37,0.964,19.48,400.0,62.34,27.62,1.25,0.57,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
49.77,1.753,21.75,400.0,62.24,27.68,1.33,-0.12,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
49.93,0.2,13.5,400.0,62.14,27.7,1.45,0.1,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
50.91,1.224,18.82,400.0,62.07,27.75,1.34,-0.32,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
51.07,0.2,9.88,400.0,61.97,27.78,1.2,-0.22,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
51.23,0.2,11.56,400.0,61.92,27.81,1.14,0.84,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
51.53,0.376,12.83,400.0,61.87,27.88,1.14,0.15,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
54.95,4.277,44.4,400.0,61.8,27.9,1.01,0.44,False,False,light,highway,highway,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
55.11,0.2,9.66,400.0,61.58,27.91,1.03,-0.13,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
58.41,4.124,42.7,400.0,61.53,27.94,1.1,0.32,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
59.23,1.018,20.71,400.0,61.32,27.98,1.07,0.14,False,False,medium,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
59.39,0.2,12.29,400.0,61.22,28.05,1.02,0.18,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
60.13,0.928,16.72,400.0,61.15,28.09,1.06,0.14,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
62.43,2.872,36.43,400.0,61.07,28.15,0.93,0.52,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
62.59,0.2,10.57,400.0,60.89,28.22,0.97,-0.14,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
64.59,2.509,27.55,400.0,60.84,28.23,0.91,-0.71,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
64.75,0.2,7.17,395.64,60.7,28.29,0.88,-0.99,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
65.47,0.89,16.89,400.0,60.66,28.34,0.88,-1.07,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
65.63,0.2,12.31,400.0,60.58,28.38,0.98,-0.42,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
65.79,0.2,14.43,400.0,60.52,28.45,0.85,0.32,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
65.95,0.2,9.85,400.0,60.44,28.49,0.63,0.5,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
69.45,4.379,45.4,400.0,60.39,28.55,0.56,-0.08,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
69.61,0.2,10.51,400.0,60.17,28.6,0.72,-0.24,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
71.33,2.144,28.88,400.0,60.11,28.62,0.59,-0.48,False,False,medium,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
71.49,0.2,13.13,400.0,59.97,28.68,0.51,0.13,False,False,medium,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
72.07,0.734,17.11,400.0,59.9,28.72,0.62,-0.2,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
74.68,3.265,35.9,400.0,59.82,28.78,0.67,0.32,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
75.57,1.113,19.47,400.0,59.64,28.85,0.53,-0.62,False,False,light,highway,highway,erratic,41,mixed_commute,ENGINE_ONLY,1.0,Smart heuristic target with stochastic noise
75.73,0.2,11.09,400.0,59.54,28.93,0.5,0.14,False,False,light,highway,highway,erratic,41,mixed_commute,BATTERY_ONLY,1.0,Smart heuristic target with stochastic noise
79.73,5.0,54.09,400.0,59.49,28.96,0.43,-0.31,False,False,light,highway,highway,erratic,41,mixed_commute,HYBRID_ASSIST,1.0,Smart heuristic target with stochastic noise
